Bank identifier;BIC;Bank
6280;NDEANOKK;Nordea Bank Abp, Filial i Norge
6295;NDEANOKK;Nordea Bank Abp, Filial i Norge
6296;NDEANOKK;Nordea Bank Abp, Filial i Norge
6298;NDEANOKK;Nordea Bank Abp, Filial i Norge
6299;NDEANOKK;Nordea Bank Abp, Filial i Norge
6302;NDEANOKK;Nordea Bank Abp, Filial i Norge
6303;NDEANOKK;Nordea Bank Abp, Filial i Norge
6304;NDEANOKK;Nordea Bank Abp, Filial i Norge
6311;NDEANOKK;Nordea Bank Abp, Filial i Norge
6312;NDEANOKK;Nordea Bank Abp, Filial i Norge
6313;NDEANOKK;Nordea Bank Abp, Filial i Norge
6315;NDEANOKK;Nordea Bank Abp, Filial i Norge
6316;NDEANOKK;Nordea Bank Abp, Filial i Norge
6317;NDEANOKK;Nordea Bank Abp, Filial i Norge
6318;NDEANOKK;Nordea Bank Abp, Filial i Norge
6319;NDEANOKK;Nordea Bank Abp, Filial i Norge
6320;NDEANOKK;Nordea Bank Abp, Filial i Norge
6321;NDEANOKK;Nordea Bank Abp, Filial i Norge
6322;NDEANOKK;Nordea Bank Abp, Filial i Norge
6323;NDEANOKK;Nordea Bank Abp, Filial i Norge
6324;NDEANOKK;Nordea Bank Abp, Filial i Norge
6325;NDEANOKK;Nordea Bank Abp, Filial i Norge
6326;NDEANOKK;Nordea Bank Abp, Filial i Norge
6327;NDEANOKK;Nordea Bank Abp, Filial i Norge
6330;NDEANOKK;Nordea Bank Abp, Filial i Norge
6335;NDEANOKK;Nordea Bank Abp, Filial i Norge
6337;NDEANOKK;Nordea Bank Abp, Filial i Norge
6340;NDEANOKK;Nordea Bank Abp, Filial i Norge
6345;NDEANOKK;Nordea Bank Abp, Filial i Norge
6346;NDEANOKK;Nordea Bank Abp, Filial i Norge
6350;NDEANOKK;Nordea Bank Abp, Filial i Norge
6351;NDEANOKK;Nordea Bank Abp, Filial i Norge
6352;NDEANOKK;Nordea Bank Abp, Filial i Norge
6353;NDEANOKK;Nordea Bank Abp, Filial i Norge
6360;NDEANOKK;Nordea Bank Abp, Filial i Norge
6365;NDEANOKK;Nordea Bank Abp, Filial i Norge
6366;NDEANOKK;Nordea Bank Abp, Filial i Norge
6367;NDEANOKK;Nordea Bank Abp, Filial i Norge
6370;NDEANOKK;Nordea Bank Abp, Filial i Norge
6401;NDEANOKK;Nordea Bank Abp, Filial i Norge
6402;NDEANOKK;Nordea Bank Abp, Filial i Norge
6404;NDEANOKK;Nordea Bank Abp, Filial i Norge
6405;NDEANOKK;Nordea Bank Abp, Filial i Norge
6406;NDEANOKK;Nordea Bank Abp, Filial i Norge
6407;NDEANOKK;Nordea Bank Abp, Filial i Norge
6408;NDEANOKK;Nordea Bank Abp, Filial i Norge
6409;NDEANOKK;Nordea Bank Abp, Filial i Norge
6410;NDEANOKK;Nordea Bank Abp, Filial i Norge
6411;NDEANOKK;Nordea Bank Abp, Filial i Norge
6412;NDEANOKK;Nordea Bank Abp, Filial i Norge
6413;NDEANOKK;Nordea Bank Abp, Filial i Norge
6415;NDEANOKK;Nordea Bank Abp, Filial i Norge
6418;NDEANOKK;Nordea Bank Abp, Filial i Norge
6420;NDEANOKK;Nordea Bank Abp, Filial i Norge
6421;NDEANOKK;Nordea Bank Abp, Filial i Norge
6428;NDEANOKK;Nordea Bank Abp, Filial i Norge
6433;NDEANOKK;Nordea Bank Abp, Filial i Norge
6434;NDEANOKK;Nordea Bank Abp, Filial i Norge
6437;NDEANOKK;Nordea Bank Abp, Filial i Norge
6443;NDEANOKK;Nordea Bank Abp, Filial i Norge
6444;NDEANOKK;Nordea Bank Abp, Filial i Norge
6446;NDEANOKK;Nordea Bank Abp, Filial i Norge
6449;NDEANOKK;Nordea Bank Abp, Filial i Norge
6452;NDEANOKK;Nordea Bank Abp, Filial i Norge
6468;NDEANOKK;Nordea Bank Abp, Filial i Norge
6473;NDEANOKK;Nordea Bank Abp, Filial i Norge
6476;NDEANOKK;Nordea Bank Abp, Filial i Norge
6501;NDEANOKK;Nordea Bank Abp, Filial i Norge
6502;NDEANOKK;Nordea Bank Abp, Filial i Norge
6503;NDEANOKK;Nordea Bank Abp, Filial i Norge
6504;NDEANOKK;Nordea Bank Abp, Filial i Norge
6509;NDEANOKK;Nordea Bank Abp, Filial i Norge
6510;NDEANOKK;Nordea Bank Abp, Filial i Norge
6511;NDEANOKK;Nordea Bank Abp, Filial i Norge
6512;NDEANOKK;Nordea Bank Abp, Filial i Norge
6513;NDEANOKK;Nordea Bank Abp, Filial i Norge
6515;NDEANOKK;Nordea Bank Abp, Filial i Norge
6516;NDEANOKK;Nordea Bank Abp, Filial i Norge
6517;NDEANOKK;Nordea Bank Abp, Filial i Norge
6518;NDEANOKK;Nordea Bank Abp, Filial i Norge
6519;NDEANOKK;Nordea Bank Abp, Filial i Norge
6524;NDEANOKK;Nordea Bank Abp, Filial i Norge
6525;NDEANOKK;Nordea Bank Abp, Filial i Norge
6526;NDEANOKK;Nordea Bank Abp, Filial i Norge
6527;NDEANOKK;Nordea Bank Abp, Filial i Norge
6529;NDEANOKK;Nordea Bank Abp, Filial i Norge
6537;NDEANOKK;Nordea Bank Abp, Filial i Norge
6539;NDEANOKK;Nordea Bank Abp, Filial i Norge
6540;NDEANOKK;Nordea Bank Abp, Filial i Norge
6541;NDEANOKK;Nordea Bank Abp, Filial i Norge
6542;NDEANOKK;Nordea Bank Abp, Filial i Norge
6543;NDEANOKK;Nordea Bank Abp, Filial i Norge
6545;NDEANOKK;Nordea Bank Abp, Filial i Norge
6546;NDEANOKK;Nordea Bank Abp, Filial i Norge
6547;NDEANOKK;Nordea Bank Abp, Filial i Norge
6550;NDEANOKK;Nordea Bank Abp, Filial i Norge
6554;NDEANOKK;Nordea Bank Abp, Filial i Norge
6555;NDEANOKK;Nordea Bank Abp, Filial i Norge
6556;NDEANOKK;Nordea Bank Abp, Filial i Norge
6557;NDEANOKK;Nordea Bank Abp, Filial i Norge
6558;NDEANOKK;Nordea Bank Abp, Filial i Norge
6559;NDEANOKK;Nordea Bank Abp, Filial i Norge
6560;NDEANOKK;Nordea Bank Abp, Filial i Norge
6561;NDEANOKK;Nordea Bank Abp, Filial i Norge
6562;NDEANOKK;Nordea Bank Abp, Filial i Norge
6563;NDEANOKK;Nordea Bank Abp, Filial i Norge
6566;NDEANOKK;Nordea Bank Abp, Filial i Norge
6567;NDEANOKK;Nordea Bank Abp, Filial i Norge
6568;NDEANOKK;Nordea Bank Abp, Filial i Norge
6569;NDEANOKK;Nordea Bank Abp, Filial i Norge
6570;NDEANOKK;Nordea Bank Abp, Filial i Norge
6575;NDEANOKK;Nordea Bank Abp, Filial i Norge
6580;NDEANOKK;Nordea Bank Abp, Filial i Norge
6584;NDEANOKK;Nordea Bank Abp, Filial i Norge
6592;NDEANOKK;Nordea Bank Abp, Filial i Norge
6593;NDEANOKK;Nordea Bank Abp, Filial i Norge
6594;NDEANOKK;Nordea Bank Abp, Filial i Norge
6595;NDEANOKK;Nordea Bank Abp, Filial i Norge
6600;NDEANOKK;Nordea Bank Abp, Filial i Norge
6602;NDEANOKK;Nordea Bank Abp, Filial i Norge
6610;NDEANOKK;Nordea Bank Abp, Filial i Norge
6615;NDEANOKK;Nordea Bank Abp, Filial i Norge
6616;NDEANOKK;Nordea Bank Abp, Filial i Norge
6621;NDEANOKK;Nordea Bank Abp, Filial i Norge
6623;NDEANOKK;Nordea Bank Abp, Filial i Norge
6630;NDEANOKK;Nordea Bank Abp, Filial i Norge
6631;NDEANOKK;Nordea Bank Abp, Filial i Norge
6632;NDEANOKK;Nordea Bank Abp, Filial i Norge
6634;NDEANOKK;Nordea Bank Abp, Filial i Norge
6635;NDEANOKK;Nordea Bank Abp, Filial i Norge
6636;NDEANOKK;Nordea Bank Abp, Filial i Norge
6637;NDEANOKK;Nordea Bank Abp, Filial i Norge
6638;NDEANOKK;Nordea Bank Abp, Filial i Norge
6639;NDEANOKK;Nordea Bank Abp, Filial i Norge
6649;NDEANOKK;Nordea Bank Abp, Filial i Norge
6653;NDEANOKK;Nordea Bank Abp, Filial i Norge
6654;NDEANOKK;Nordea Bank Abp, Filial i Norge
6656;NDEANOKK;Nordea Bank Abp, Filial i Norge
6660;NDEANOKK;Nordea Bank Abp, Filial i Norge
6661;NDEANOKK;Nordea Bank Abp, Filial i Norge
6662;NDEANOKK;Nordea Bank Abp, Filial i Norge
6666;NDEANOKK;Nordea Bank Abp, Filial i Norge
6670;NDEANOKK;Nordea Bank Abp, Filial i Norge
6671;NDEANOKK;Nordea Bank Abp, Filial i Norge
6672;NDEANOKK;Nordea Bank Abp, Filial i Norge
6676;NDEANOKK;Nordea Bank Abp, Filial i Norge
6677;NDEANOKK;Nordea Bank Abp, Filial i Norge
6678;NDEANOKK;Nordea Bank Abp, Filial i Norge
6681;NDEANOKK;Nordea Bank Abp, Filial i Norge
6684;NDEANOKK;Nordea Bank Abp, Filial i Norge
6690;NDEANOKK;Nordea Bank Abp, Filial i Norge
6691;NDEANOKK;Nordea Bank Abp, Filial i Norge
6692;NDEANOKK;Nordea Bank Abp, Filial i Norge
6701;NDEANOKK;Nordea Bank Abp, Filial i Norge
6702;NDEANOKK;Nordea Bank Abp, Filial i Norge
6707;NDEANOKK;Nordea Bank Abp, Filial i Norge
6708;NDEANOKK;Nordea Bank Abp, Filial i Norge
6709;NDEANOKK;Nordea Bank Abp, Filial i Norge
6713;NDEANOKK;Nordea Bank Abp, Filial i Norge
6714;NDEANOKK;Nordea Bank Abp, Filial i Norge
6717;NDEANOKK;Nordea Bank Abp, Filial i Norge
6721;NDEANOKK;Nordea Bank Abp, Filial i Norge
6722;NDEANOKK;Nordea Bank Abp, Filial i Norge
6728;NDEANOKK;Nordea Bank Abp, Filial i Norge
6729;NDEANOKK;Nordea Bank Abp, Filial i Norge
6730;NDEANOKK;Nordea Bank Abp, Filial i Norge
6737;NDEANOKK;Nordea Bank Abp, Filial i Norge
6738;NDEANOKK;Nordea Bank Abp, Filial i Norge
6743;NDEANOKK;Nordea Bank Abp, Filial i Norge
6749;NDEANOKK;Nordea Bank Abp, Filial i Norge
6750;NDEANOKK;Nordea Bank Abp, Filial i Norge
6769;NDEANOKK;Nordea Bank Abp, Filial i Norge
6779;NDEANOKK;Nordea Bank Abp, Filial i Norge
6781;NDEANOKK;Nordea Bank Abp, Filial i Norge
6784;NDEANOKK;Nordea Bank Abp, Filial i Norge
6788;NDEANOKK;Nordea Bank Abp, Filial i Norge
6790;NDEANOKK;Nordea Bank Abp, Filial i Norge
6793;NDEANOKK;Nordea Bank Abp, Filial i Norge
6797;NDEANOKK;Nordea Bank Abp, Filial i Norge
6798;NDEANOKK;Nordea Bank Abp, Filial i Norge
6799;NDEANOKK;Nordea Bank Abp, Filial i Norge
6803;NDEANOKK;Nordea Bank Abp, Filial i Norge
6805;NDEANOKK;Nordea Bank Abp, Filial i Norge
6806;NDEANOKK;Nordea Bank Abp, Filial i Norge
6810;NDEANOKK;Nordea Bank Abp, Filial i Norge
6811;NDEANOKK;Nordea Bank Abp, Filial i Norge
6813;NDEANOKK;Nordea Bank Abp, Filial i Norge
6816;NDEANOKK;Nordea Bank Abp, Filial i Norge
6819;NDEANOKK;Nordea Bank Abp, Filial i Norge
6822;NDEANOKK;Nordea Bank Abp, Filial i Norge
6823;NDEANOKK;Nordea Bank Abp, Filial i Norge
6825;NDEANOKK;Nordea Bank Abp, Filial i Norge
6828;NDEANOKK;Nordea Bank Abp, Filial i Norge
6831;NDEANOKK;Nordea Bank Abp, Filial i Norge
6832;NDEANOKK;Nordea Bank Abp, Filial i Norge
6836;NDEANOKK;Nordea Bank Abp, Filial i Norge
6837;NDEANOKK;Nordea Bank Abp, Filial i Norge
6841;NDEANOKK;Nordea Bank Abp, Filial i Norge
6845;NDEANOKK;Nordea Bank Abp, Filial i Norge
6846;NDEANOKK;Nordea Bank Abp, Filial i Norge
6849;NDEANOKK;Nordea Bank Abp, Filial i Norge
6851;NDEANOKK;Nordea Bank Abp, Filial i Norge
6852;NDEANOKK;Nordea Bank Abp, Filial i Norge
6877;NDEANOKK;Nordea Bank Abp, Filial i Norge
6882;NDEANOKK;Nordea Bank Abp, Filial i Norge
6892;NDEANOKK;Nordea Bank Abp, Filial i Norge
6911;NDEANOKK;Nordea Bank Abp, Filial i Norge
6918;NDEANOKK;Nordea Bank Abp, Filial i Norge
6923;NDEANOKK;Nordea Bank Abp, Filial i Norge
6924;NDEANOKK;Nordea Bank Abp, Filial i Norge
6954;NDEANOKK;Nordea Bank Abp, Filial i Norge
6997;NDEANOKK;Nordea Bank Abp, Filial i Norge
7001;DNBANOKK;DNB Bank ASA
7002;DNBANOKK;DNB Bank ASA
7003;DNBANOKK;DNB Bank ASA
7004;DNBANOKK;DNB Bank ASA
7006;DNBANOKK;DNB Bank ASA
7007;DNBANOKK;DNB Bank ASA
7008;DNBANOKK;DNB Bank ASA
7009;DNBANOKK;DNB Bank ASA
7010;DNBANOKK;DNB Bank ASA
7011;DNBANOKK;DNB Bank ASA
7012;DNBANOKK;DNB Bank ASA
7013;DNBANOKK;DNB Bank ASA
7014;DNBANOKK;DNB Bank ASA
7016;DNBANOKK;DNB Bank ASA
7017;DNBANOKK;DNB Bank ASA
7018;DNBANOKK;DNB Bank ASA
7020;DNBANOKK;DNB Bank ASA
7021;DNBANOKK;DNB Bank ASA
7023;DNBANOKK;DNB Bank ASA
7025;DNBANOKK;DNB Bank ASA
7026;DNBANOKK;DNB Bank ASA
7028;DNBANOKK;DNB Bank ASA
7029;DNBANOKK;DNB Bank ASA
7030;DNBANOKK;DNB Bank ASA
7032;DNBANOKK;DNB Bank ASA
7033;DNBANOKK;DNB Bank ASA
7034;DNBANOKK;DNB Bank ASA
7035;DNBANOKK;DNB Bank ASA
7038;DNBANOKK;DNB Bank ASA
7039;DNBANOKK;DNB Bank ASA
7041;DNBANOKK;DNB Bank ASA
7042;DNBANOKK;DNB Bank ASA
7044;DNBANOKK;DNB Bank ASA
7045;DNBANOKK;DNB Bank ASA
7047;DNBANOKK;DNB Bank ASA
7050;DNBANOKK;DNB Bank ASA
7052;DNBANOKK;DNB Bank ASA
7054;DNBANOKK;DNB Bank ASA
7056;DNBANOKK;DNB Bank ASA
7057;DNBANOKK;DNB Bank ASA
7058;DNBANOKK;DNB Bank ASA
7060;DNBANOKK;DNB Bank ASA
7061;DNBANOKK;DNB Bank ASA
7062;DNBANOKK;DNB Bank ASA
7064;DNBANOKK;DNB Bank ASA
7066;DNBANOKK;DNB Bank ASA
7068;DNBANOKK;DNB Bank ASA
7069;DNBANOKK;DNB Bank ASA
7072;DNBANOKK;DNB Bank ASA
7074;DNBANOKK;DNB Bank ASA
7076;DNBANOKK;DNB Bank ASA
7077;DNBANOKK;DNB Bank ASA
7082;DNBANOKK;DNB Bank ASA
7085;DNBANOKK;DNB Bank ASA
7087;DNBANOKK;DNB Bank ASA
7089;DNBANOKK;DNB Bank ASA
7090;DNBANOKK;DNB Bank ASA
7094;DNBANOKK;DNB Bank ASA
7097;DNBANOKK;DNB Bank ASA
7100;DNBANOKK;DNB Bank ASA
7101;DNBANOKK;DNB Bank ASA
7102;DNBANOKK;DNB Bank ASA
7104;DNBANOKK;DNB Bank ASA
7105;DNBANOKK;DNB Bank ASA
7106;DNBANOKK;DNB Bank ASA
7107;DNBANOKK;DNB Bank ASA
7108;DNBANOKK;DNB Bank ASA
7109;DNBANOKK;DNB Bank ASA
7111;DNBANOKK;DNB Bank ASA
7112;DNBANOKK;DNB Bank ASA
7113;DNBANOKK;DNB Bank ASA
7114;DNBANOKK;DNB Bank ASA
7115;DNBANOKK;DNB Bank ASA
7116;DNBANOKK;DNB Bank ASA
7118;DNBANOKK;DNB Bank ASA
7119;DNBANOKK;DNB Bank ASA
7121;DNBANOKK;DNB Bank ASA
7122;DNBANOKK;DNB Bank ASA
7124;DNBANOKK;DNB Bank ASA
7125;DNBANOKK;DNB Bank ASA
7126;DNBANOKK;DNB Bank ASA
7127;DNBANOKK;DNB Bank ASA
7128;DNBANOKK;DNB Bank ASA
7129;DNBANOKK;DNB Bank ASA
7130;DNBANOKK;DNB Bank ASA
7131;DNBANOKK;DNB Bank ASA
7132;DNBANOKK;DNB Bank ASA
7133;DNBANOKK;DNB Bank ASA
7135;DNBANOKK;DNB Bank ASA
7136;DNBANOKK;DNB Bank ASA
7137;DNBANOKK;DNB Bank ASA
7138;DNBANOKK;DNB Bank ASA
7139;DNBANOKK;DNB Bank ASA
7141;DNBANOKK;DNB Bank ASA
7142;DNBANOKK;DNB Bank ASA
7143;DNBANOKK;DNB Bank ASA
7144;DNBANOKK;DNB Bank ASA
7145;DNBANOKK;DNB Bank ASA
7146;DNBANOKK;DNB Bank ASA
7147;DNBANOKK;DNB Bank ASA
7149;DNBANOKK;DNB Bank ASA
7150;DNBANOKK;DNB Bank ASA
7152;DNBANOKK;DNB Bank ASA
7153;DNBANOKK;DNB Bank ASA
7154;DNBANOKK;DNB Bank ASA
7156;DNBANOKK;DNB Bank ASA
7158;DNBANOKK;DNB Bank ASA
7159;DNBANOKK;DNB Bank ASA
7160;DNBANOKK;DNB Bank ASA
7161;DNBANOKK;DNB Bank ASA
7162;DNBANOKK;DNB Bank ASA
7163;DNBANOKK;DNB Bank ASA
7164;DNBANOKK;DNB Bank ASA
7166;DNBANOKK;DNB Bank ASA
7167;DNBANOKK;DNB Bank ASA
7168;DNBANOKK;DNB Bank ASA
7169;DNBANOKK;DNB Bank ASA
7170;DNBANOKK;DNB Bank ASA
7171;DNBANOKK;DNB Bank ASA
7172;DNBANOKK;DNB Bank ASA
7174;DNBANOKK;DNB Bank ASA
7175;DNBANOKK;DNB Bank ASA
7176;DNBANOKK;DNB Bank ASA
7177;DNBANOKK;DNB Bank ASA
7178;DNBANOKK;DNB Bank ASA
7181;DNBANOKK;DNB Bank ASA
7183;DNBANOKK;DNB Bank ASA
7184;DNBANOKK;DNB Bank ASA
7186;DNBANOKK;DNB Bank ASA
7188;DNBANOKK;DNB Bank ASA
7189;DNBANOKK;DNB Bank ASA
7190;DNBANOKK;DNB Bank ASA
7191;DNBANOKK;DNB Bank ASA
7192;DNBANOKK;DNB Bank ASA
7193;DNBANOKK;DNB Bank ASA
7194;DNBANOKK;DNB Bank ASA
7195;DNBANOKK;DNB Bank ASA
7198;DNBANOKK;DNB Bank ASA
7202;DNBANOKK;DNB Bank ASA
7203;DNBANOKK;DNB Bank ASA
7204;DNBANOKK;DNB Bank ASA
7205;DNBANOKK;DNB Bank ASA
7206;DNBANOKK;DNB Bank ASA
7207;DNBANOKK;DNB Bank ASA
7208;DNBANOKK;DNB Bank ASA
7209;DNBANOKK;DNB Bank ASA
7210;DNBANOKK;DNB Bank ASA
7211;DNBANOKK;DNB Bank ASA
7212;DNBANOKK;DNB Bank ASA
7213;DNBANOKK;DNB Bank ASA
7214;DNBANOKK;DNB Bank ASA
7216;DNBANOKK;DNB Bank ASA
7220;DNBANOKK;DNB Bank ASA
7221;DNBANOKK;DNB Bank ASA
7224;DNBANOKK;DNB Bank ASA
7226;DNBANOKK;DNB Bank ASA
7227;DNBANOKK;DNB Bank ASA
7228;DNBANOKK;DNB Bank ASA
7230;DNBANOKK;DNB Bank ASA
7231;DNBANOKK;DNB Bank ASA
7233;DNBANOKK;DNB Bank ASA
7234;DNBANOKK;DNB Bank ASA
7235;DNBANOKK;DNB Bank ASA
7236;DNBANOKK;DNB Bank ASA
7237;DNBANOKK;DNB Bank ASA
7238;DNBANOKK;DNB Bank ASA
7239;DNBANOKK;DNB Bank ASA
7240;DNBANOKK;DNB Bank ASA
7243;DNBANOKK;DNB Bank ASA
7245;DNBANOKK;DNB Bank ASA
7251;DNBANOKK;DNB Bank ASA
7253;DNBANOKK;DNB Bank ASA
7258;DNBANOKK;DNB Bank ASA
7259;DNBANOKK;DNB Bank ASA
7260;DNBANOKK;DNB Bank ASA
7261;DNBANOKK;DNB Bank ASA
7262;DNBANOKK;DNB Bank ASA
7264;DNBANOKK;DNB Bank ASA
7265;DNBANOKK;DNB Bank ASA
7273;DNBANOKK;DNB Bank ASA
7282;DNBANOKK;DNB Bank ASA
7285;DNBANOKK;DNB Bank ASA
7288;DNBANOKK;DNB Bank ASA
7289;DNBANOKK;DNB Bank ASA
7290;DNBANOKK;DNB Bank ASA
7291;DNBANOKK;DNB Bank ASA
7292;DNBANOKK;DNB Bank ASA
7293;DNBANOKK;DNB Bank ASA
7295;DNBANOKK;DNB Bank ASA
7296;DNBANOKK;DNB Bank ASA
7297;DNBANOKK;DNB Bank ASA
7298;DNBANOKK;DNB Bank ASA
7299;DNBANOKK;DNB Bank ASA
7301;DNBANOKK;DNB Bank ASA
7304;DNBANOKK;DNB Bank ASA
7306;DNBANOKK;DNB Bank ASA
7307;DNBANOKK;DNB Bank ASA
7309;DNBANOKK;DNB Bank ASA
7310;DNBANOKK;DNB Bank ASA
7312;DNBANOKK;DNB Bank ASA
